Category,Title,Timer,Text,Option 1,Option 1 success,Option 1 Fail,Option 2,Option 2 Success,Option 2 Fail,O1 Success Stamina change,O1 Success Stress change,O1 Success Cash Change,O1 Success Grades change,O1 Success Crimes change,O1 Success Time cost (min),O1 Fail Stamina change,O1 Fail Stress change,O1 Fail Cash Change,O1 Fail Grades change,O1 Fail Crimes change,O1 Fail Time cost (min),O2 Success Stamina change,O2 Success Stress change,O2 Success Cash Change,O2 Success Grades change,O2 Success Crimes change,O2 Success Time cost (min),O2 Fail Stamina change,O2 Fail Stress change,O2 Fail Cash Change,O2 Fail Grades change,O2 Fail Crimes change,O2 Fail Time cost (min),Skip Stamina change,Skip Stress change,Skip Cash Change,Skip Grades change,Skip Crimes change,Skip Time cost (min)
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Car Chase,0:00:30,A high speed car chase is going on in the city streets. You could intercept them if you are quick enough!,Stop the car chase!,"Planning out your route perfectly allowed you to get ahead of them, using your powers to stop the criminals as they were about to lose the cops!",You weren't quick enough! You almost got ran over as the criminals escaped!,,,,-30,0,0,0,-20,15,-50,0,0,0,20,15,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Intervene in Gang Fight,0:00:15,"Two rival gangs are going at each other, if you don't intervene someone could get seriously hurt!",Intervene and stop the fighting!,Your superiour fighting skills and equipment let you easily dispatch of all trouble makers. Everyone involved is successfully apprehended.,"Upon seeing you, both gangs forgot about the dispute they had and focused their anger towards you. You had to make a run for it.",,,,-25,0,0,0,-20,10,-30,0,0,0,20,10,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Car Chase,0:00:30,A high speed car chase is going on in the city streets. You could intercept them if you are quick enough!,Stop the car chase!,"Planning out your route perfectly allowed you to get ahead of them, using your powers to stop the criminals as they were about to lose the cops!",You weren't quick enough! You almost got ran over as the criminals escaped!,,,,-30,0,0,0,-20,15,-50,0,0,0,20,15,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Intervene in Gang Fight,0:00:15,"Two rival gangs are going at each other, if you don't intervene someone could get seriously hurt!",Intervene and stop the fighting!,Your superiour fighting skills and equipment let you easily dispatch of all trouble makers. Everyone involved is successfully apprehended.,"Upon seeing you, both gangs forgot about the dispute they had and focused their anger towards you. You had to make a run for it.",,,,-25,0,0,0,-20,10,-30,0,0,0,20,10,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Car Chase,0:00:30,A high speed car chase is going on in the city streets. You could intercept them if you are quick enough!,Stop the car chase!,"Planning out your route perfectly allowed you to get ahead of them, using your powers to stop the criminals as they were about to lose the cops!",You weren't quick enough! You almost got ran over as the criminals escaped!,,,,-30,0,0,0,-20,15,-50,0,0,0,20,15,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Intervene in Gang Fight,0:00:15,"Two rival gangs are going at each other, if you don't intervene someone could get seriously hurt!",Intervene and stop the fighting!,Your superiour fighting skills and equipment let you easily dispatch of all trouble makers. Everyone involved is successfully apprehended.,"Upon seeing you, both gangs forgot about the dispute they had and focused their anger towards you. You had to make a run for it.",,,,-25,0,0,0,-20,10,-30,0,0,0,20,10,,,,,,,,,,,,,0,0,0,0,25,0
Relax,Grab a Drink with Friends,0,"You need to unwind, and grabbing a drink with your best friends sounds like a good idea.",This is a good opportunity to share some of the difficulties you are facing with your friends. They probably have some great advice.,"Your friends reassure you that your problems are normal. If only they knew... Well, having their support feels good anyway.","Your friends reassure you that your problems are normal. If only they knew... Well, having their support feels good anyway.",,,,-30,-20,-10,0,0,180,-30,-20,-10,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Play Video Games,0,You plop down in you beanbag chair in front of your TV and start browsing your game collection.,"You pick an old favorite. The graphics may be dated, and you could probably finish it with eyes closed, but it is comfort, which is exactly what you need.","You quickly become lost in the familiar world, and the memories of a more care-free time return.","You quickly become lost in the familiar world, and the memories of a more care-free time return.",,,,-20,-15,0,0,0,180,-20,-15,0,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Relax with Significant Other,0,All you want to do after the stress of recent events is relax with your significant other. Now is the perfect time to do so!,"Rest in silence or talk all evening, it is always beneficial.","A wonderful time of peace and serenity ensues, perhaps it's high time to give yourselves more time for such activities.","A wonderful time of peace and serenity ensues, perhaps it's high time to give yourselves more time for such activities.",,,,-10,-25,0,0,0,180,-10,-25,0,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Watch a Movie,0,You've been looking forward to this movie for a while! Grab the popcorn!,"It's been a while since you went to the cinema, perhaps you should do it more often as it is strangely relaxing.",That. Movie. Was. Epic.,That. Movie. Was. Epic.,,,,-10,-15,-5,0,0,150,-10,-15,-5,0,0,150,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Go for a Jog,0,Running without full-body spandex is much better!,There's something extremely relaxing about a nice jog after a full day of running around and fighting crime.,Nothing beats some cardio after a full day of crime fighting!,Nothing beats some cardio after a full day of crime fighting!,,,,-15,-20,0,0,0,30,-15,-20,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Visit Family,0,Spend some time with the family.,A nice family dinner is always a good choice.,You find very few things as peaceful as your childhood home.,You find very few things as peaceful as your childhood home.,,,,-10,-25,0,0,0,150,-10,-25,0,0,0,150,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Take a Nap,0,A short power nap might be just what you need before continuing on with all responsibilities!,A 20-30 minute nap tends to be very refreshing.,"Rested and recharged, it is time to tackle all of life challenges again!","Rested and recharged, it is time to tackle all of life challenges again!",,,,15,-15,0,0,0,30,15,-15,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Workout,0,"You have to keep your good shape, otherwise the criminals might get the better of you.","A solid work-out, although exhausting, can be very relaxing.",You feel the burn... and smell the sweat... you might need a shower.,You feel the burn... and smell the sweat... you might need a shower.,,,,-20,-20,0,0,0,60,-20,-20,0,0,0,60,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Read a Book,0,Sometimes diving into the world of fiction is exactly what you need.,The next chapter awaits!,"That author is really good, you did not expect that plot twist at all!","That author is really good, you did not expect that plot twist at all!",,,,-5,-15,0,0,0,120,-5,-15,0,0,0,120,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Listen to Music,0,Plug in the headphones and relax.,"Regardless of whether you go back to classic tunes or explore new albums, music has always been stress-free.",Turning yourself off to the noise of the outside world is always relaxing.,Turning yourself off to the noise of the outside world is always relaxing.,,,,0,-10,0,0,0,30,0,-10,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Grab a Drink with Friends,0,"You need to unwind, and grabbing a drink with your best friends sounds like a good idea.",This is a good opportunity to share some of the difficulties you are facing with your friends. They probably have some great advice.,"Your friends reassure you that your problems are normal. If only they knew... Well, having their support feels good anyway.","Your friends reassure you that your problems are normal. If only they knew... Well, having their support feels good anyway.",,,,-30,-20,-10,0,0,180,-30,-20,-10,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Play Video Games,0,You plop down in you beanbag chair in front of your TV and start browsing your game collection.,"You pick an old favorite. The graphics may be dated, and you could probably finish it with eyes closed, but it is comfort, which is exactly what you need.","You quickly become lost in the familiar world, and the memories of a more care-free time return.","You quickly become lost in the familiar world, and the memories of a more care-free time return.",,,,-20,-15,0,0,0,180,-20,-15,0,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Relax with Significant Other,0,All you want to do after the stress of recent events is relax with your significant other. Now is the perfect time to do so!,"Rest in silence or talk all evening, it is always beneficial.","A wonderful time of peace and serenity ensues, perhaps it's high time to give yourselves more time for such activities.","A wonderful time of peace and serenity ensues, perhaps it's high time to give yourselves more time for such activities.",,,,-10,-25,0,0,0,180,-10,-25,0,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Watch a Movie,0,You've been looking forward to this movie for a while! Grab the popcorn!,"It's been a while since you went to the cinema, perhaps you should do it more often as it is strangely relaxing.",That. Movie. Was. Epic.,That. Movie. Was. Epic.,,,,-10,-15,-5,0,0,150,-10,-15,-5,0,0,150,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Go for a Jog,0,Running without full-body spandex is much better!,There's something extremely relaxing about a nice jog after a full day of running around and fighting crime.,Nothing beats some cardio after a full day of crime fighting!,Nothing beats some cardio after a full day of crime fighting!,,,,-15,-20,0,0,0,30,-15,-20,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Visit Family,0,Spend some time with the family.,A nice family dinner is always a good choice.,You find very few things as peaceful as your childhood home.,You find very few things as peaceful as your childhood home.,,,,-10,-25,0,0,0,150,-10,-25,0,0,0,150,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Take a Nap,0,A short power nap might be just what you need before continuing on with all responsibilities!,A 20-30 minute nap tends to be very refreshing.,"Rested and recharged, it is time to tackle all of life challenges again!","Rested and recharged, it is time to tackle all of life challenges again!",,,,15,-15,0,0,0,30,15,-15,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Workout,0,"You have to keep your good shape, otherwise the criminals might get the better of you.","A solid work-out, although exhausting, can be very relaxing.",You feel the burn... and smell the sweat... you might need a shower.,You feel the burn... and smell the sweat... you might need a shower.,,,,-20,-20,0,0,0,60,-20,-20,0,0,0,60,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Read a Book,0,Sometimes diving into the world of fiction is exactly what you need.,The next chapter awaits!,"That author is really good, you did not expect that plot twist at all!","That author is really good, you did not expect that plot twist at all!",,,,-5,-15,0,0,0,120,-5,-15,0,0,0,120,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Listen to Music,0,Plug in the headphones and relax.,"Regardless of whether you go back to classic tunes or explore new albums, music has always been stress-free.",Turning yourself off to the noise of the outside world is always relaxing.,Turning yourself off to the noise of the outside world is always relaxing.,,,,0,-10,0,0,0,30,0,-10,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Grab a Drink with Friends,0,"You need to unwind, and grabbing a drink with your best friends sounds like a good idea.",This is a good opportunity to share some of the difficulties you are facing with your friends. They probably have some great advice.,"Your friends reassure you that your problems are normal. If only they knew... Well, having their support feels good anyway.","Your friends reassure you that your problems are normal. If only they knew... Well, having their support feels good anyway.",,,,-30,-20,-10,0,0,180,-30,-20,-10,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Play Video Games,0,You plop down in you beanbag chair in front of your TV and start browsing your game collection.,"You pick an old favorite. The graphics may be dated, and you could probably finish it with eyes closed, but it is comfort, which is exactly what you need.","You quickly become lost in the familiar world, and the memories of a more care-free time return.","You quickly become lost in the familiar world, and the memories of a more care-free time return.",,,,-20,-15,0,0,0,180,-20,-15,0,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Relax with Significant Other,0,All you want to do after the stress of recent events is relax with your significant other. Now is the perfect time to do so!,"Rest in silence or talk all evening, it is always beneficial.","A wonderful time of peace and serenity ensues, perhaps it's high time to give yourselves more time for such activities.","A wonderful time of peace and serenity ensues, perhaps it's high time to give yourselves more time for such activities.",,,,-10,-25,0,0,0,180,-10,-25,0,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Watch a Movie,0,You've been looking forward to this movie for a while! Grab the popcorn!,"It's been a while since you went to the cinema, perhaps you should do it more often as it is strangely relaxing.",That. Movie. Was. Epic.,That. Movie. Was. Epic.,,,,-10,-15,-5,0,0,150,-10,-15,-5,0,0,150,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Go for a Jog,0,Running without full-body spandex is much better!,There's something extremely relaxing about a nice jog after a full day of running around and fighting crime.,Nothing beats some cardio after a full day of crime fighting!,Nothing beats some cardio after a full day of crime fighting!,,,,-15,-20,0,0,0,30,-15,-20,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Visit Family,0,Spend some time with the family.,A nice family dinner is always a good choice.,You find very few things as peaceful as your childhood home.,You find very few things as peaceful as your childhood home.,,,,-10,-25,0,0,0,150,-10,-25,0,0,0,150,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Take a Nap,0,A short power nap might be just what you need before continuing on with all responsibilities!,A 20-30 minute nap tends to be very refreshing.,"Rested and recharged, it is time to tackle all of life challenges again!","Rested and recharged, it is time to tackle all of life challenges again!",,,,15,-15,0,0,0,30,15,-15,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Workout,0,"You have to keep your good shape, otherwise the criminals might get the better of you.","A solid work-out, although exhausting, can be very relaxing.",You feel the burn... and smell the sweat... you might need a shower.,You feel the burn... and smell the sweat... you might need a shower.,,,,-20,-20,0,0,0,60,-20,-20,0,0,0,60,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Read a Book,0,Sometimes diving into the world of fiction is exactly what you need.,The next chapter awaits!,"That author is really good, you did not expect that plot twist at all!","That author is really good, you did not expect that plot twist at all!",,,,-5,-15,0,0,0,120,-5,-15,0,0,0,120,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Listen to Music,0,Plug in the headphones and relax.,"Regardless of whether you go back to classic tunes or explore new albums, music has always been stress-free.",Turning yourself off to the noise of the outside world is always relaxing.,Turning yourself off to the noise of the outside world is always relaxing.,,,,0,-10,0,0,0,30,0,-10,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Grab a Drink with Friends,0,"You need to unwind, and grabbing a drink with your best friends sounds like a good idea.",This is a good opportunity to share some of the difficulties you are facing with your friends. They probably have some great advice.,"Your friends reassure you that your problems are normal. If only they knew... Well, having their support feels good anyway.","Your friends reassure you that your problems are normal. If only they knew... Well, having their support feels good anyway.",,,,-30,-20,-10,0,0,180,-30,-20,-10,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Play Video Games,0,You plop down in you beanbag chair in front of your TV and start browsing your game collection.,"You pick an old favorite. The graphics may be dated, and you could probably finish it with eyes closed, but it is comfort, which is exactly what you need.","You quickly become lost in the familiar world, and the memories of a more care-free time return.","You quickly become lost in the familiar world, and the memories of a more care-free time return.",,,,-20,-15,0,0,0,180,-20,-15,0,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Relax with Significant Other,0,All you want to do after the stress of recent events is relax with your significant other. Now is the perfect time to do so!,"Rest in silence or talk all evening, it is always beneficial.","A wonderful time of peace and serenity ensues, perhaps it's high time to give yourselves more time for such activities.","A wonderful time of peace and serenity ensues, perhaps it's high time to give yourselves more time for such activities.",,,,-10,-25,0,0,0,180,-10,-25,0,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Watch a Movie,0,You've been looking forward to this movie for a while! Grab the popcorn!,"It's been a while since you went to the cinema, perhaps you should do it more often as it is strangely relaxing.",That. Movie. Was. Epic.,That. Movie. Was. Epic.,,,,-10,-15,-5,0,0,150,-10,-15,-5,0,0,150,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Go for a Jog,0,Running without full-body spandex is much better!,There's something extremely relaxing about a nice jog after a full day of running around and fighting crime.,Nothing beats some cardio after a full day of crime fighting!,Nothing beats some cardio after a full day of crime fighting!,,,,-15,-20,0,0,0,30,-15,-20,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Visit Family,0,Spend some time with the family.,A nice family dinner is always a good choice.,You find very few things as peaceful as your childhood home.,You find very few things as peaceful as your childhood home.,,,,-10,-25,0,0,0,150,-10,-25,0,0,0,150,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Take a Nap,0,A short power nap might be just what you need before continuing on with all responsibilities!,A 20-30 minute nap tends to be very refreshing.,"Rested and recharged, it is time to tackle all of life challenges again!","Rested and recharged, it is time to tackle all of life challenges again!",,,,15,-15,0,0,0,30,15,-15,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Workout,0,"You have to keep your good shape, otherwise the criminals might get the better of you.","A solid work-out, although exhausting, can be very relaxing.",You feel the burn... and smell the sweat... you might need a shower.,You feel the burn... and smell the sweat... you might need a shower.,,,,-20,-20,0,0,0,60,-20,-20,0,0,0,60,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Read a Book,0,Sometimes diving into the world of fiction is exactly what you need.,The next chapter awaits!,"That author is really good, you did not expect that plot twist at all!","That author is really good, you did not expect that plot twist at all!",,,,-5,-15,0,0,0,120,-5,-15,0,0,0,120,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Listen to Music,0,Plug in the headphones and relax.,"Regardless of whether you go back to classic tunes or explore new albums, music has always been stress-free.",Turning yourself off to the noise of the outside world is always relaxing.,Turning yourself off to the noise of the outside world is always relaxing.,,,,0,-10,0,0,0,30,0,-10,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Grab a Drink with Friends,0,"You need to unwind, and grabbing a drink with your best friends sounds like a good idea.",This is a good opportunity to share some of the difficulties you are facing with your friends. They probably have some great advice.,"Your friends reassure you that your problems are normal. If only they knew... Well, having their support feels good anyway.","Your friends reassure you that your problems are normal. If only they knew... Well, having their support feels good anyway.",,,,-30,-20,-10,0,0,180,-30,-20,-10,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Play Video Games,0,You plop down in you beanbag chair in front of your TV and start browsing your game collection.,"You pick an old favorite. The graphics may be dated, and you could probably finish it with eyes closed, but it is comfort, which is exactly what you need.","You quickly become lost in the familiar world, and the memories of a more care-free time return.","You quickly become lost in the familiar world, and the memories of a more care-free time return.",,,,-20,-15,0,0,0,180,-20,-15,0,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Relax with Significant Other,0,All you want to do after the stress of recent events is relax with your significant other. Now is the perfect time to do so!,"Rest in silence or talk all evening, it is always beneficial.","A wonderful time of peace and serenity ensues, perhaps it's high time to give yourselves more time for such activities.","A wonderful time of peace and serenity ensues, perhaps it's high time to give yourselves more time for such activities.",,,,-10,-25,0,0,0,180,-10,-25,0,0,0,180,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Watch a Movie,0,You've been looking forward to this movie for a while! Grab the popcorn!,"It's been a while since you went to the cinema, perhaps you should do it more often as it is strangely relaxing.",That. Movie. Was. Epic.,That. Movie. Was. Epic.,,,,-10,-15,-5,0,0,150,-10,-15,-5,0,0,150,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Go for a Jog,0,Running without full-body spandex is much better!,There's something extremely relaxing about a nice jog after a full day of running around and fighting crime.,Nothing beats some cardio after a full day of crime fighting!,Nothing beats some cardio after a full day of crime fighting!,,,,-15,-20,0,0,0,30,-15,-20,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Visit Family,0,Spend some time with the family.,A nice family dinner is always a good choice.,You find very few things as peaceful as your childhood home.,You find very few things as peaceful as your childhood home.,,,,-10,-25,0,0,0,150,-10,-25,0,0,0,150,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Take a Nap,0,A short power nap might be just what you need before continuing on with all responsibilities!,A 20-30 minute nap tends to be very refreshing.,"Rested and recharged, it is time to tackle all of life challenges again!","Rested and recharged, it is time to tackle all of life challenges again!",,,,15,-15,0,0,0,30,15,-15,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Workout,0,"You have to keep your good shape, otherwise the criminals might get the better of you.","A solid work-out, although exhausting, can be very relaxing.",You feel the burn... and smell the sweat... you might need a shower.,You feel the burn... and smell the sweat... you might need a shower.,,,,-20,-20,0,0,0,60,-20,-20,0,0,0,60,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Read a Book,0,Sometimes diving into the world of fiction is exactly what you need.,The next chapter awaits!,"That author is really good, you did not expect that plot twist at all!","That author is really good, you did not expect that plot twist at all!",,,,-5,-15,0,0,0,120,-5,-15,0,0,0,120,,,,,,,,,,,,,0,0,0,0,0,0
Relax,Listen to Music,0,Plug in the headphones and relax.,"Regardless of whether you go back to classic tunes or explore new albums, music has always been stress-free.",Turning yourself off to the noise of the outside world is always relaxing.,Turning yourself off to the noise of the outside world is always relaxing.,,,,0,-10,0,0,0,30,0,-10,0,0,0,30,,,,,,,,,,,,,0,0,0,0,0,0
